employee_id,full_name,email,department,sub_team,job_level,hire_date,exit_date,exit_type,region,manager_id,is_active,employee_status
EMP-01788,Quinn Mitchell,quinn.mitchell@company.com,HR & People,Talent Acquisition,L3,28-07-2019,20-09-2022,voluntary,APAC,EMP-01745,FALSE,exited
EMP-01789,Madison Gill,madison.gill@company.com,HR & People,People Ops,L3,19-02-2019,,,APAC,EMP-01748,TRUE,active
EMP-01790,Elizabeth Rogers,elizabeth.rogers@company.com,HR & People,Talent Acquisition,L3,06-07-2019,07-03-2024,voluntary,US,EMP-01739,FALSE,exited
EMP-01791,Abigail Park,abigail.park@company.com,HR & People,People Ops,L3,08-12-2019,03-07-2022,voluntary,US,EMP-01743,FALSE,exited
EMP-01792,Reese Weaver,reese.weaver@company.com,HR & People,L&D,L3,26-11-2019,19-10-2023,voluntary,APAC,EMP-00306,FALSE,exited
EMP-01793,Hannah Mitchell,hannah.mitchell@company.com,HR & People,Talent Acquisition,L3,12-03-2019,16-10-2021,voluntary,APAC,EMP-01736,FALSE,exited
EMP-01794,Charlie Miller,charlie.miller@company.com,HR & People,People Ops,L3,15-02-2019,,,APAC,EMP-01743,TRUE,active
EMP-01795,River West,river.west@company.com,HR & People,Talent Acquisition,L3,05-09-2019,,,APAC,EMP-01734,TRUE,active
EMP-01796,Peyton Adams,peyton.adams@company.com,HR & People,People Ops,L3,26-03-2019,09-12-2023,layoff,APAC,EMP-01741,FALSE,exited
EMP-01797,Mary Campbell,mary.campbell@company.com,HR & People,Talent Acquisition,L3,25-05-2019,23-12-2026,voluntary,EU,EMP-01745,FALSE,exited
EMP-01798,Betty Fox,betty.fox@company.com,HR & People,Talent Acquisition,L3,23-04-2019,01-03-2024,layoff,US,EMP-01735,FALSE,exited
EMP-01799,Carol Moore,carol.moore@company.com,HR & People,People Ops,L3,24-10-2019,,,US,EMP-01748,TRUE,active
EMP-01800,Hannah Porter,hannah.porter@company.com,HR & People,Talent Acquisition,L3,17-06-2019,23-03-2025,voluntary,US,EMP-01734,FALSE,exited
EMP-01801,Tiffany Jenkins,tiffany.jenkins@company.com,HR & People,People Ops,L3,24-11-2019,,,US,EMP-01737,TRUE,active
EMP-01802,Crystal Lewis,crystal.lewis@company.com,HR & People,People Ops,L3,14-08-2019,,,US,EMP-01737,TRUE,active
EMP-01803,Christine Henry,christine.henry@company.com,HR & People,L&D,L3,07-08-2019,14-07-2021,voluntary,APAC,EMP-01742,FALSE,exited
EMP-01804,Skyler Cruz,skyler.cruz@company.com,HR & People,Talent Acquisition,L3,24-08-2019,05-04-2024,voluntary,EU,EMP-01745,FALSE,exited
EMP-01805,Kevin Gardner,kevin.gardner@company.com,HR & People,L&D,L3,15-08-2019,22-01-2023,voluntary,APAC,EMP-01744,FALSE,exited
EMP-01806,Natalie Gonzalez,natalie.gonzalez@company.com,HR & People,L&D,L3,13-09-2019,28-07-2022,layoff,US,EMP-00306,FALSE,exited
EMP-01807,Kai Morgan,kai.morgan@company.com,HR & People,People Ops,L3,25-10-2019,29-10-2022,performance,US,EMP-01741,FALSE,exited
EMP-01808,Sarah Henry,sarah.henry@company.com,HR & People,L&D,L3,25-07-2019,,,US,EMP-01738,TRUE,active
EMP-01809,Noah Shaw,noah.shaw@company.com,HR & People,Talent Acquisition,L3,20-12-2019,,,US,EMP-01735,TRUE,active
EMP-01810,Raymond Reyes,raymond.reyes@company.com,HR & People,L&D,L3,06-07-2019,28-04-2021,voluntary,US,EMP-01742,FALSE,exited
EMP-01811,Frances Scott,frances.scott@company.com,HR & People,L&D,L3,22-10-2019,11-05-2023,voluntary,APAC,EMP-00306,FALSE,exited
EMP-01812,Michelle Smith,michelle.smith@company.com,HR & People,People Ops,L3,25-04-2019,21-04-2022,layoff,US,EMP-01743,FALSE,exited
EMP-01813,Theresa Brooks,theresa.brooks@company.com,HR & People,People Ops,L3,18-02-2019,,,US,EMP-01740,TRUE,active
EMP-01814,Paul Schmidt,paul.schmidt@company.com,HR & People,Talent Acquisition,L3,21-08-2019,20-03-2022,voluntary,US,EMP-01735,FALSE,exited
EMP-01815,Daniel Diaz,daniel.diaz@company.com,HR & People,L&D,L3,02-11-2019,16-02-2024,voluntary,US,EMP-01742,FALSE,exited
EMP-01816,Jason Fleming,jason.fleming@company.com,HR & People,People Ops,L3,09-05-2019,,,US,EMP-01748,TRUE,active
EMP-01817,Mariah Lewis,mariah.lewis@company.com,HR & People,Talent Acquisition,L3,24-03-2019,,,EU,EMP-01745,TRUE,active
EMP-01818,Leah Williams,leah.williams@company.com,HR & People,L&D,L3,12-02-2019,,,US,EMP-01738,TRUE,active
EMP-01819,Tucker Brown,tucker.brown@company.com,HR & People,Talent Acquisition,L3,24-09-2019,06-11-2026,layoff,US,EMP-01747,FALSE,exited
EMP-01820,Richard Cox,richard.cox@company.com,HR & People,People Ops,L3,21-03-2019,,,US,EMP-01740,TRUE,active
EMP-01821,Jeffrey Johansson,jeffrey.johansson@company.com,HR & People,L&D,L3,23-11-2019,05-12-2023,voluntary,US,EMP-01738,FALSE,exited
EMP-01822,Martha Russell,martha.russell@company.com,HR & People,L&D,L2,23-03-2019,10-09-2021,layoff,US,EMP-01744,FALSE,exited
EMP-01823,Dakota Clark,dakota.clark@company.com,HR & People,People Ops,L2,05-10-2019,,,US,EMP-01748,TRUE,active
EMP-01824,David Cross,david.cross@company.com,HR & People,L&D,L2,23-05-2019,13-03-2021,layoff,EU,EMP-01738,FALSE,exited
EMP-01825,Adam Foster,adam.foster@company.com,HR & People,Talent Acquisition,L2,17-10-2019,11-11-2024,voluntary,US,EMP-01734,FALSE,exited
EMP-01826,Diane Turner,diane.turner@company.com,HR & People,L&D,L2,14-11-2019,,,US,EMP-01742,TRUE,active
EMP-01827,Frank Durham,frank.durham@company.com,HR & People,People Ops,L2,27-01-2019,24-10-2023,voluntary,US,EMP-01737,FALSE,exited
EMP-01828,Peter Gibson,peter.gibson@company.com,HR & People,L&D,L2,08-10-2019,27-03-2022,layoff,EU,EMP-01744,FALSE,exited
EMP-01829,Hudson Tucker,hudson.tucker@company.com,HR & People,Talent Acquisition,L2,19-06-2019,18-12-2020,voluntary,US,EMP-01734,FALSE,exited
EMP-01830,Tiffany Garcia,tiffany.garcia@company.com,HR & People,Talent Acquisition,L2,25-05-2019,,,US,EMP-01734,TRUE,active
EMP-01831,Adam Medina,adam.medina@company.com,HR & People,People Ops,L2,20-09-2019,,,US,EMP-01737,TRUE,active
EMP-01832,Charles Stevens,charles.stevens@company.com,HR & People,People Ops,L2,22-11-2019,,,US,EMP-01748,TRUE,active
EMP-01833,David Nielsen,david.nielsen@company.com,HR & People,People Ops,L2,28-05-2019,16-01-2021,voluntary,US,EMP-01746,FALSE,exited
EMP-01834,Jacqueline Stewart,jacqueline.stewart@company.com,HR & People,Talent Acquisition,L2,19-11-2019,15-03-2026,retirement,US,EMP-01747,FALSE,exited
EMP-01835,Shirley Reed,shirley.reed@company.com,HR & People,Talent Acquisition,L2,26-03-2019,17-07-2020,voluntary,APAC,EMP-01734,FALSE,exited
EMP-01836,Sarah Black,sarah.black@company.com,HR & People,L&D,L2,24-10-2019,,,EU,EMP-01742,TRUE,active
EMP-01837,Janice Lee,janice.lee@company.com,HR & People,Talent Acquisition,L2,06-06-2019,22-04-2023,retirement,EU,EMP-01735,FALSE,exited
EMP-01838,Victoria Owens,victoria.owens@company.com,HR & People,Talent Acquisition,L2,07-10-2019,,,EU,EMP-01734,TRUE,active
EMP-01839,Julie Snyder,julie.snyder@company.com,HR & People,Talent Acquisition,L2,02-01-2019,,,US,EMP-01736,TRUE,active
EMP-01840,Peyton Coleman,peyton.coleman@company.com,HR & People,L&D,L2,27-11-2019,11-02-2021,layoff,EU,EMP-01744,FALSE,exited
EMP-01841,Jerry Rogers,jerry.rogers@company.com,HR & People,L&D,L2,25-07-2019,25-03-2020,layoff,APAC,EMP-00306,FALSE,exited
EMP-01842,Owen Woods,owen.woods2@company.com,HR & People,Talent Acquisition,L2,05-09-2019,,,US,EMP-01734,TRUE,active
EMP-01843,Jessica Gray,jessica.gray@company.com,HR & People,Talent Acquisition,L2,12-10-2019,,,US,EMP-01736,TRUE,active
EMP-01844,Scott Rice,scott.rice@company.com,HR & People,L&D,L2,25-08-2019,07-06-2024,layoff,APAC,EMP-01742,FALSE,exited
EMP-01845,Ronald Ryan,ronald.ryan@company.com,HR & People,People Ops,L1,14-01-2019,,,APAC,EMP-01743,TRUE,active
EMP-01846,Brooke Murphy,brooke.murphy@company.com,HR & People,L&D,L1,25-06-2019,18-09-2023,voluntary,EU,EMP-01738,FALSE,exited
EMP-01847,Nicole Fox,nicole.fox@company.com,HR & People,L&D,L1,12-08-2019,,,US,EMP-00306,TRUE,active
EMP-01848,Timothy King,timothy.king@company.com,HR & People,Talent Acquisition,L1,06-08-2019,22-05-2020,voluntary,APAC,EMP-01739,FALSE,exited
EMP-01849,Christina Ali,christina.ali@company.com,HR & People,People Ops,L1,13-10-2019,,,EU,EMP-01740,TRUE,active
EMP-01850,Angela Stewart,angela.stewart@company.com,HR & People,People Ops,L1,10-03-2019,01-08-2021,voluntary,US,EMP-01740,FALSE,exited
EMP-01851,Blake Khan,blake.khan@company.com,HR & People,Talent Acquisition,L1,22-10-2019,18-03-2020,voluntary,APAC,EMP-01735,FALSE,exited
EMP-01852,Colin Price,colin.price@company.com,HR & People,Talent Acquisition,L1,21-09-2019,01-09-2023,voluntary,US,EMP-01745,FALSE,exited
EMP-01853,Alexis Woods,alexis.woods@company.com,HR & People,People Ops,L1,05-05-2019,,,EU,EMP-01737,TRUE,active
EMP-01854,Reese Hernandez,reese.hernandez@company.com,Marketing,Operations,L6,21-10-2019,,,EU,,TRUE,active
EMP-01855,Connor Ryan,connor.ryan@company.com,Marketing,Brand,L6,16-08-2019,31-03-2021,voluntary,EU,,FALSE,exited
EMP-01856,Beverly Reynolds,beverly.reynolds@company.com,Marketing,Content,L6,24-09-2019,21-05-2025,voluntary,EU,,FALSE,exited
EMP-01857,Vanessa Reyes,vanessa.reyes@company.com,Marketing,Operations,L6,08-03-2019,,,APAC,,TRUE,active
EMP-01858,Lisa Moreno,lisa.moreno@company.com,Marketing,Demand Gen,L6,23-11-2019,24-04-2021,voluntary,US,,FALSE,exited
EMP-01859,Maria Kelly,maria.kelly@company.com,Marketing,Brand,L6,22-08-2019,,,US,,TRUE,active
EMP-01860,Gregory Chen,gregory.chen@company.com,Marketing,Brand,L6,18-05-2019,19-03-2022,layoff,EU,,FALSE,exited
EMP-01861,Declan Richardson,declan.richardson@company.com,Marketing,Operations,L6,05-05-2019,05-12-2022,voluntary,US,,FALSE,exited
EMP-01862,Charlie Jenkins,charlie.jenkins@company.com,Marketing,Operations,L6,06-11-2019,02-02-2022,layoff,US,,FALSE,exited
EMP-01863,Logan Morgan,logan.morgan@company.com,Marketing,Content,L6,12-09-2019,11-10-2021,voluntary,EU,,FALSE,exited
EMP-01864,Stephanie Kumar,stephanie.kumar@company.com,Marketing,Demand Gen,L6,09-05-2019,,,EU,,TRUE,active
EMP-01865,Kathleen Martin,kathleen.martin@company.com,Marketing,Brand,L6,23-01-2019,01-01-2025,voluntary,US,,FALSE,exited
EMP-01866,Janet Carlson,janet.carlson@company.com,Marketing,Brand,L6,27-02-2019,20-03-2020,voluntary,EU,,FALSE,exited
EMP-01867,Julie Davis,julie.davis@company.com,Marketing,Brand,L6,16-09-2019,,,US,,TRUE,active
EMP-01868,Jonathan Gutierrez,jonathan.gutierrez@company.com,Marketing,Demand Gen,L6,24-06-2019,,,EU,,TRUE,active
EMP-01869,Kai Fernandez,kai.fernandez@company.com,Marketing,Content,L5,25-10-2019,10-03-2026,layoff,US,EMP-01862,FALSE,exited
EMP-01870,Raymond Watts,raymond.watts@company.com,Marketing,Brand,L5,09-08-2019,,,US,EMP-01865,TRUE,active
EMP-01871,Declan Gill,declan.gill@company.com,Marketing,Operations,L5,19-07-2019,,,APAC,EMP-01858,TRUE,active
EMP-01872,Stephanie Ortiz,stephanie.ortiz@company.com,Marketing,Content,L5,21-11-2019,,,US,EMP-01860,TRUE,active
EMP-01873,Elijah Stevens,elijah.stevens@company.com,Marketing,Brand,L5,14-12-2019,01-06-2022,voluntary,EU,EMP-01861,FALSE,exited
EMP-01874,Jerry Hudson,jerry.hudson@company.com,Marketing,Content,L5,09-12-2019,04-10-2024,voluntary,APAC,EMP-01862,FALSE,exited
EMP-01875,Cody Taylor,cody.taylor@company.com,Marketing,Content,L5,17-08-2019,15-06-2024,performance,EU,EMP-01862,FALSE,exited
EMP-01876,Christopher Rivera,christopher.rivera@company.com,Marketing,Operations,L5,09-07-2019,,,EU,EMP-01854,TRUE,active
EMP-01877,Ann Daniels,ann.daniels@company.com,Marketing,Operations,L5,12-06-2019,,,APAC,EMP-00336,TRUE,active
EMP-01878,Kendall Hassan,kendall.hassan@company.com,Marketing,Content,L5,19-11-2019,06-08-2022,performance,US,EMP-01860,FALSE,exited
EMP-01879,Daniel Kumar,daniel.kumar@company.com,Marketing,Demand Gen,L5,10-11-2019,28-12-2022,voluntary,US,EMP-01866,FALSE,exited
EMP-01880,Connor Torres,connor.torres@company.com,Marketing,Brand,L5,25-06-2019,27-08-2025,voluntary,EU,EMP-01862,FALSE,exited
EMP-01881,Maria Simmons,maria.simmons@company.com,Marketing,Brand,L5,12-06-2019,20-11-2021,layoff,US,EMP-01868,FALSE,exited
EMP-01882,Mark Johansson,mark.johansson@company.com,Marketing,Operations,L5,15-06-2019,18-02-2021,voluntary,US,EMP-01855,FALSE,exited
EMP-01883,Parker Cox,parker.cox@company.com,Marketing,Content,L5,01-11-2019,31-07-2021,voluntary,APAC,EMP-01864,FALSE,exited
EMP-01884,Donald Howard,donald.howard@company.com,Marketing,Content,L5,12-03-2019,16-01-2021,voluntary,US,EMP-01868,FALSE,exited
EMP-01885,Susan Patel,susan.patel@company.com,Marketing,Operations,L5,04-04-2019,09-01-2023,layoff,US,EMP-01859,FALSE,exited
EMP-01886,Alice Turner,alice.turner@company.com,Marketing,Brand,L5,21-12-2019,25-11-2022,voluntary,EU,EMP-01867,FALSE,exited
EMP-01887,Renee Robinson,renee.robinson@company.com,Marketing,Demand Gen,L5,06-05-2019,,,US,EMP-01863,TRUE,active
EMP-01888,Jason Durham,jason.durham@company.com,Marketing,Demand Gen,L5,11-06-2019,,,US,EMP-01859,TRUE,active
EMP-01889,Joyce Morris,joyce.morris@company.com,Marketing,Operations,L5,15-10-2019,21-02-2021,voluntary,US,EMP-01868,FALSE,exited
EMP-01890,Anthony Medina,anthony.medina2@company.com,Marketing,Operations,L5,15-09-2019,24-05-2024,performance,US,EMP-01857,FALSE,exited
EMP-01891,Danielle Ryan,danielle.ryan@company.com,Marketing,Content,L5,01-11-2019,05-03-2021,voluntary,US,EMP-01867,FALSE,exited
EMP-01892,Riley Russell,riley.russell@company.com,Marketing,Brand,L5,16-09-2019,29-05-2024,voluntary,EU,EMP-01866,FALSE,exited
EMP-01893,Christopher Gutierrez,christopher.gutierrez@company.com,Marketing,Brand,L5,05-11-2019,,,EU,EMP-00339,TRUE,active
EMP-01894,Kai Snyder,kai.snyder@company.com,Marketing,Content,L5,15-09-2019,17-03-2024,voluntary,EU,EMP-00338,FALSE,exited
EMP-01895,Patrick Kumar,patrick.kumar@company.com,Marketing,Content,L5,06-05-2019,30-03-2023,voluntary,APAC,EMP-01856,FALSE,exited
EMP-01896,Nathan Wells,nathan.wells@company.com,Marketing,Demand Gen,L5,09-12-2019,17-05-2022,voluntary,US,EMP-01855,FALSE,exited
EMP-01897,Jordan Medina,jordan.medina@company.com,Marketing,Brand,L5,09-10-2019,,,US,EMP-01858,TRUE,active
EMP-01898,Richard Lewis,richard.lewis2@company.com,Marketing,Brand,L5,22-09-2019,13-07-2023,voluntary,EU,EMP-01865,FALSE,exited
EMP-01899,Parker Fox,parker.fox@company.com,Marketing,Demand Gen,L4,21-08-2019,18-05-2021,layoff,EU,EMP-00342,FALSE,exited
EMP-01900,Kayla Webb,kayla.webb@company.com,Marketing,Demand Gen,L4,22-11-2019,27-08-2025,voluntary,APAC,EMP-00340,FALSE,exited
EMP-01901,Jeffrey West,jeffrey.west@company.com,Marketing,Operations,L4,11-07-2019,24-03-2024,voluntary,US,EMP-00347,FALSE,exited
EMP-01902,Aaron Medina,aaron.medina@company.com,Marketing,Demand Gen,L4,05-07-2019,06-03-2022,voluntary,US,EMP-01888,FALSE,exited
EMP-01903,Olivia Smith,olivia.smith@company.com,Marketing,Content,L4,07-06-2019,08-03-2021,layoff,EU,EMP-01875,FALSE,exited
EMP-01904,Kendall Pearson,kendall.pearson@company.com,Marketing,Demand Gen,L4,02-03-2019,,,EU,EMP-00340,TRUE,active
EMP-01905,Blake Griffin,blake.griffin@company.com,Marketing,Operations,L4,12-09-2019,19-06-2021,layoff,APAC,EMP-00347,FALSE,exited
EMP-01906,Robin Gutierrez,robin.gutierrez@company.com,Marketing,Demand Gen,L4,03-11-2019,,,APAC,EMP-00340,TRUE,active
EMP-01907,Barbara Miller,barbara.miller@company.com,Marketing,Content,L4,17-06-2019,25-03-2022,voluntary,US,EMP-01869,FALSE,exited
EMP-01908,Emmett Allen,emmett.allen@company.com,Marketing,Demand Gen,L4,16-11-2019,,,APAC,EMP-00342,TRUE,active
EMP-01909,Kyle Schmidt,kyle.schmidt@company.com,Marketing,Operations,L4,06-02-2019,04-03-2022,layoff,US,EMP-01877,FALSE,exited
EMP-01910,Henry Miller,henry.miller@company.com,Marketing,Operations,L4,07-10-2019,23-01-2023,layoff,EU,EMP-00346,FALSE,exited
EMP-01911,Alec Stewart,alec.stewart@company.com,Marketing,Demand Gen,L4,08-08-2019,,,US,EMP-00341,TRUE,active
EMP-01912,Jeremy Nelson,jeremy.nelson@company.com,Marketing,Brand,L4,17-10-2019,26-04-2021,voluntary,EU,EMP-01870,FALSE,exited
EMP-01913,Ronald Butler,ronald.butler@company.com,Marketing,Content,L4,07-11-2019,,,APAC,EMP-01872,TRUE,active
EMP-01914,Caleb Cross,caleb.cross@company.com,Marketing,Operations,L4,12-09-2019,02-04-2022,layoff,US,EMP-00347,FALSE,exited
EMP-01915,Doris Fox,doris.fox@company.com,Marketing,Operations,L4,24-07-2019,,,APAC,EMP-00345,TRUE,active
EMP-01916,Adrian Reed,adrian.reed@company.com,Marketing,Demand Gen,L4,24-04-2019,,,APAC,EMP-01896,TRUE,active
EMP-01917,Theresa Sullivan,theresa.sullivan@company.com,Marketing,Operations,L4,24-06-2019,10-01-2024,voluntary,APAC,EMP-01877,FALSE,exited
EMP-01918,River Morgan,river.morgan@company.com,Marketing,Operations,L4,28-10-2019,24-06-2025,voluntary,EU,EMP-01871,FALSE,exited
EMP-01919,Ryan Stephens,ryan.stephens@company.com,Marketing,Operations,L4,05-03-2019,20-01-2024,layoff,APAC,EMP-01885,FALSE,exited
EMP-01920,James Wood,james.wood@company.com,Marketing,Demand Gen,L4,17-09-2019,26-01-2024,voluntary,APAC,EMP-00342,FALSE,exited
EMP-01921,Adrian Sullivan,adrian.sullivan@company.com,Marketing,Content,L4,16-06-2019,25-05-2022,performance,US,EMP-01875,FALSE,exited
EMP-01922,Kelly Thompson,kelly.thompson@company.com,Marketing,Demand Gen,L4,08-05-2019,08-07-2021,voluntary,US,EMP-01888,FALSE,exited
EMP-01923,Diane White,diane.white@company.com,Marketing,Brand,L4,02-08-2019,23-01-2021,layoff,EU,EMP-01893,FALSE,exited
EMP-01924,Elizabeth Alvarez,elizabeth.alvarez@company.com,Marketing,Content,L4,18-11-2019,01-06-2024,voluntary,US,EMP-01891,FALSE,exited
EMP-01925,Cassandra Walker,cassandra.walker@company.com,Marketing,Content,L4,20-04-2019,01-04-2024,voluntary,EU,EMP-01891,FALSE,exited
EMP-01926,Cameron Johansson,cameron.johansson@company.com,Marketing,Demand Gen,L4,26-10-2019,03-04-2020,voluntary,US,EMP-00342,FALSE,exited
EMP-01927,Patricia McDonald,patricia.mcdonald@company.com,Marketing,Brand,L4,02-04-2019,28-02-2024,layoff,US,EMP-01870,FALSE,exited
EMP-01928,Alexander Fox,alexander.fox@company.com,Marketing,Operations,L4,13-03-2019,02-05-2021,voluntary,EU,EMP-00346,FALSE,exited
EMP-01929,Jeffrey Snyder,jeffrey.snyder@company.com,Marketing,Operations,L4,27-10-2019,04-04-2021,voluntary,US,EMP-01889,FALSE,exited
EMP-01930,Ryder Thompson,ryder.thompson@company.com,Marketing,Operations,L4,21-09-2019,26-08-2024,voluntary,EU,EMP-00347,FALSE,exited
EMP-01931,Kendall Payne,kendall.payne@company.com,Marketing,Demand Gen,L4,16-12-2019,,,APAC,EMP-01888,TRUE,active
EMP-01932,Jasmine Jordan,jasmine.jordan@company.com,Marketing,Brand,L4,18-10-2019,18-07-2024,voluntary,EU,EMP-01881,FALSE,exited
EMP-01933,Derek Kelly,derek.kelly@company.com,Marketing,Operations,L4,11-07-2019,01-07-2024,voluntary,US,EMP-01885,FALSE,exited
EMP-01934,Sawyer Flores,sawyer.flores@company.com,Marketing,Content,L4,07-03-2019,,,US,EMP-01875,TRUE,active
EMP-01935,Robert Boyd,robert.boyd@company.com,Marketing,Brand,L4,06-03-2019,23-01-2023,voluntary,US,EMP-01897,FALSE,exited
EMP-01936,Nicholas Flores,nicholas.flores@company.com,Marketing,Operations,L4,20-03-2019,,,US,EMP-01876,TRUE,active
EMP-01937,Donna Durham,donna.durham@company.com,Marketing,Operations,L4,22-06-2019,22-04-2023,retirement,EU,EMP-01890,FALSE,exited
EMP-01938,Amanda Fleming,amanda.fleming@company.com,Marketing,Brand,L4,22-10-2019,05-04-2021,voluntary,US,EMP-01873,FALSE,exited
EMP-01939,Dennis Campbell,dennis.campbell@company.com,Marketing,Brand,L4,13-12-2019,23-05-2020,voluntary,EU,EMP-00343,FALSE,exited
EMP-01940,Jason Perry,jason.perry@company.com,Marketing,Operations,L4,20-10-2019,26-12-2021,voluntary,US,EMP-01877,FALSE,exited
EMP-01941,Jenna Boyd,jenna.boyd@company.com,Marketing,Operations,L4,13-09-2019,06-12-2021,voluntary,US,EMP-01871,FALSE,exited
EMP-01942,Sarah Johansson,sarah.johansson@company.com,Marketing,Operations,L4,16-10-2019,21-07-2021,voluntary,APAC,EMP-01871,FALSE,exited
EMP-01943,Anna Simmons,anna.simmons@company.com,Marketing,Demand Gen,L4,18-09-2019,16-02-2022,performance,EU,EMP-00340,FALSE,exited
EMP-01944,Anthony Rao,anthony.rao@company.com,Marketing,Operations,L4,16-09-2019,,,EU,EMP-01876,TRUE,active
EMP-01945,Ryan Berg,ryan.berg@company.com,Marketing,Demand Gen,L4,16-05-2019,08-04-2021,performance,US,EMP-01887,FALSE,exited
EMP-01946,Brittany Simpson,brittany.simpson@company.com,Marketing,Brand,L4,10-08-2019,29-08-2021,layoff,EU,EMP-01870,FALSE,exited
EMP-01947,Jeffrey Cross,jeffrey.cross@company.com,Marketing,Demand Gen,L3,01-06-2019,,,APAC,EMP-00341,TRUE,active
EMP-01948,Noah Arnold,noah.arnold@company.com,Marketing,Brand,L3,13-06-2019,,,APAC,EMP-00343,TRUE,active
EMP-01949,Owen Khan,owen.khan@company.com,Marketing,Brand,L3,13-05-2019,,,US,EMP-01880,TRUE,active
EMP-01950,Jerry Taylor,jerry.taylor@company.com,Marketing,Content,L3,22-09-2019,,,US,EMP-01883,TRUE,active
EMP-01951,Elizabeth Ortiz,elizabeth.ortiz2@company.com,Marketing,Demand Gen,L3,09-06-2019,20-02-2026,voluntary,EU,EMP-01896,FALSE,exited
EMP-01952,Brendan Hall,brendan.hall@company.com,Marketing,Content,L3,19-06-2019,01-01-2021,voluntary,US,EMP-01872,FALSE,exited
EMP-01953,Jack Thompson,jack.thompson@company.com,Marketing,Demand Gen,L3,22-11-2019,,,APAC,EMP-00341,TRUE,active
EMP-01954,Charles Martin,charles.martin@company.com,Marketing,Demand Gen,L3,24-07-2019,,,EU,EMP-01879,TRUE,active
EMP-01955,Raymond Alexander,raymond.alexander@company.com,Marketing,Operations,L3,22-08-2019,25-05-2020,voluntary,APAC,EMP-01877,FALSE,exited
EMP-01956,Jean Garza,jean.garza@company.com,Marketing,Operations,L3,19-05-2019,18-03-2022,layoff,US,EMP-00346,FALSE,exited
EMP-01957,Samuel Hayes,samuel.hayes@company.com,Marketing,Operations,L3,07-06-2019,27-02-2020,voluntary,APAC,EMP-01890,FALSE,exited
EMP-01958,Jessica Ford,jessica.ford@company.com,Marketing,Demand Gen,L3,12-08-2019,20-06-2022,voluntary,US,EMP-00342,FALSE,exited
EMP-01959,Robert Bailey,robert.bailey@company.com,Marketing,Operations,L3,26-10-2019,23-05-2023,voluntary,EU,EMP-00347,FALSE,exited
EMP-01960,Charles Holmes,charles.holmes@company.com,Marketing,Brand,L3,06-04-2019,02-04-2020,voluntary,US,EMP-00343,FALSE,exited
EMP-01961,Paul Hudson,paul.hudson@company.com,Marketing,Demand Gen,L3,16-10-2019,,,US,EMP-00341,TRUE,active
EMP-01962,Charles Phillips,charles.phillips@company.com,Marketing,Demand Gen,L3,05-09-2019,11-07-2022,layoff,APAC,EMP-01879,FALSE,exited
EMP-01963,Sage Black,sage.black@company.com,Marketing,Operations,L3,25-08-2019,,,US,EMP-01882,TRUE,active
EMP-01964,Julie Martinez,julie.martinez@company.com,Marketing,Demand Gen,L3,18-07-2019,09-01-2026,layoff,EU,EMP-01896,FALSE,exited
EMP-01965,Sharon Jackson,sharon.jackson@company.com,Marketing,Demand Gen,L3,17-08-2019,20-01-2021,layoff,US,EMP-01896,FALSE,exited
EMP-01966,Cynthia Lee,cynthia.lee@company.com,Marketing,Demand Gen,L3,16-04-2019,18-11-2022,voluntary,US,EMP-01896,FALSE,exited
EMP-01967,Dorothy Griffin,dorothy.griffin@company.com,Marketing,Content,L3,25-10-2019,,,APAC,EMP-01874,TRUE,active
EMP-01968,Evelyn Sanders,evelyn.sanders@company.com,Marketing,Operations,L3,22-09-2019,,,APAC,EMP-00345,TRUE,active
EMP-01969,Nathaniel Burns,nathaniel.burns@company.com,Marketing,Demand Gen,L3,17-09-2019,,,EU,EMP-01896,TRUE,active
EMP-01970,Denise Ryan,denise.ryan@company.com,Marketing,Brand,L3,08-07-2019,17-11-2021,performance,US,EMP-01880,FALSE,exited
EMP-01971,Stephanie Robinson,stephanie.robinson@company.com,Marketing,Demand Gen,L3,23-08-2019,06-11-2020,performance,EU,EMP-01879,FALSE,exited
EMP-01972,Raymond Reyes,raymond.reyes2@company.com,Marketing,Brand,L3,21-08-2019,,,US,EMP-01892,TRUE,active
EMP-01973,George Rogers,george.rogers@company.com,Marketing,Demand Gen,L3,17-04-2019,,,US,EMP-01887,TRUE,active
EMP-01974,Donald Wagner,donald.wagner@company.com,Marketing,Demand Gen,L3,02-03-2019,29-01-2020,layoff,US,EMP-00342,FALSE,exited
EMP-01975,Sean Powell,sean.powell@company.com,Marketing,Content,L3,27-02-2019,02-05-2023,voluntary,EU,EMP-01869,FALSE,exited
EMP-01976,Larry Crawford,larry.crawford@company.com,Marketing,Brand,L3,13-07-2019,04-06-2020,layoff,US,EMP-01881,FALSE,exited
EMP-01977,Walter Johnson,walter.johnson@company.com,Marketing,Operations,L3,26-09-2019,12-08-2023,voluntary,EU,EMP-01876,FALSE,exited
EMP-01978,Victoria Simpson,victoria.simpson@company.com,Marketing,Brand,L3,01-09-2019,,,EU,EMP-01873,TRUE,active
EMP-01979,Gloria Patel,gloria.patel@company.com,Marketing,Content,L3,10-07-2019,03-01-2021,voluntary,US,EMP-01878,FALSE,exited
EMP-01980,Scott Porter,scott.porter@company.com,Marketing,Brand,L3,16-10-2019,29-11-2022,voluntary,APAC,EMP-01892,FALSE,exited
