license_id,of_id,current_of_id,vendor,sku,seat_type,assigned_email,employee_id,department,job_level,provisioned_date,effective_license_date,last_active_date,license_status,usage_tier,seat_tier_match,days_since_last_active,active_usage_rate,login_events_30d,tenure_days,days_since_provisioned,license_age_band,hire_cohort_year,hire_cohort_half,monthly_cost,annual_cost,cost_at_risk,reclamation_candidate,churn_risk_score,contract_days_remaining,renewal_urgency,notice_deadline,days_until_notice,auto_renewal,true_down_rights,measurement_method
LIC-0002941,V3-OF-007,V3-OF-008,Nexaflow,Flow Automation,Collaborator,megan.kelley@company.com,EMP-02362,Product,L2,06-09-2019,01-07-2024,24-12-2024,active,underutilized,match,493,0.253,16,2433,2429,legacy,2019,2019-H2,46.86,562.32,0,FALSE,0.3874,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0002942,V1-OF-037,V1-OF-008,Atlassify,Project Suite,Collaborator,evan.hudson@company.com,EMP-02364,Product,L2,19-05-2019,01-07-2024,19-04-2026,active,power,match,12,0.7774,13,2543,2539,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1446,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002944,V3-OF-001,V3-OF-008,Nexaflow,Flow Automation,Collaborator,evan.hudson@company.com,EMP-02364,Product,L2,19-05-2019,01-01-2019,21-04-2026,active,power,match,10,0.7701,16,2543,2539,legacy,2019,2019-H1,46.86,562.32,0,FALSE,0.1427,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0002945,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Contributor,reid.henderson@company.com,EMP-02365,Product,L2,23-09-2019,01-01-2022,17-04-2026,over_tier,power,over_tier,14,0.8303,23,2419,2412,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1237,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002947,V3-OF-002,V3-OF-008,Nexaflow,Flow Automation,Collaborator,reid.henderson@company.com,EMP-02365,Product,L2,23-09-2019,01-01-2020,23-04-2026,active,power,match,8,0.7627,14,2419,2412,legacy,2019,2019-H2,46.86,562.32,0,FALSE,0.1409,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0002948,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Collaborator,edward.campbell@company.com,EMP-02366,Product,L2,02-01-2020,01-01-2025,22-04-2026,active,power,match,9,0.6228,10,2316,2311,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2136,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002949,V1-OF-038,V1-OF-008,Atlassify,Project Suite,Collaborator,peyton.bennett@company.com,EMP-02367,Product,L2,11-04-2019,01-07-2025,18-04-2026,active,power,match,13,0.7466,16,2585,2577,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1628,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002951,V3-OF-003,V3-OF-008,Nexaflow,Flow Automation,Collaborator,peyton.bennett@company.com,EMP-02367,Product,L2,11-04-2019,01-01-2021,18-04-2026,active,moderate,match,13,0.4401,10,2585,2577,legacy,2019,2019-H1,46.86,562.32,0,FALSE,0.3161,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0002952,V1-OF-039,V1-OF-008,Atlassify,Project Suite,Collaborator,brian.kim@company.com,EMP-02369,Product,L2,27-10-2019,01-10-2025,29-04-2026,active,power,match,2,0.7551,14,2382,2378,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.128,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002954,V1-OF-001,V1-OF-008,Atlassify,Project Suite,Collaborator,joseph.hill@company.com,EMP-02373,Product,L2,16-08-2019,01-01-2020,19-04-2026,active,underutilized,match,12,0.2741,6,2451,2450,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3963,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002956,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Collaborator,declan.wright@company.com,EMP-02375,Product,L2,15-10-2019,01-01-2021,25-04-2026,active,moderate,match,6,0.5644,11,2392,2390,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2345,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002958,V3-OF-004,V3-OF-008,Nexaflow,Flow Automation,Collaborator,declan.wright@company.com,EMP-02375,Product,L2,15-10-2019,01-01-2022,25-04-2026,active,moderate,match,6,0.4958,13,2392,2390,legacy,2019,2019-H2,46.86,562.32,0,FALSE,0.2688,426,ok,02-04-2027,336,FALSE,FALSE,peak
LIC-0002959,V1-OF-032,V1-OF-008,Atlassify,Project Suite,Collaborator,olivia.murray@company.com,EMP-02377,Product,L2,03-08-2019,01-07-2021,19-04-2026,active,power,match,12,0.6937,11,2465,2463,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1865,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002961,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Collaborator,carol.adams@company.com,EMP-02381,Product,L2,13-10-2019,01-01-2022,23-04-2026,active,power,match,8,0.7071,12,2403,2392,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1687,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0002988,V1-OF-013,V1-OF-008,Atlassify,Project Suite,Full,kendall.king@company.com,EMP-02402,Sales,L6,10-06-2019,01-07-2023,03-05-2025,active,underutilized,match,363,0.284,15,2519,2517,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.4247,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003002,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Full,alicia.tucker@company.com,EMP-02412,Sales,L6,01-06-2019,01-01-2024,10-08-2025,active,underutilized,match,264,0.261,20,2538,2526,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.3973,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003012,V1-OF-014,V1-OF-008,Atlassify,Project Suite,Full,daniel.crawford@company.com,EMP-02418,Sales,L5,09-06-2019,01-07-2024,23-04-2026,active,power,match,8,0.6379,25,2531,2518,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2033,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003016,V1-OF-015,V1-OF-008,Atlassify,Project Suite,Full,justin.black@company.com,EMP-02419,Sales,L5,04-03-2019,01-10-2024,09-07-2025,active,moderate,match,296,0.332,11,2617,2615,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.4007,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003063,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Full,ryan.little@company.com,EMP-02464,Sales,L5,08-06-2019,01-01-2025,14-08-2025,active,moderate,match,260,0.563,18,2522,2519,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2852,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003080,V1-OF-023,V1-OF-008,Atlassify,Project Suite,Contributor,katherine.murphy2@company.com,EMP-02481,Sales,L4,18-09-2019,01-01-2022,29-11-2024,active,moderate,match,518,0.313,10,2421,2417,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3935,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003084,V1-OF-024,V1-OF-008,Atlassify,Project Suite,Contributor,helen.barnes@company.com,EMP-02482,Sales,L4,27-12-2019,01-04-2022,11-04-2025,active,moderate,match,385,0.35,12,2319,2317,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3889,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003088,V1-OF-016,V1-OF-008,Atlassify,Project Suite,Full,janet.ruiz@company.com,EMP-02486,Sales,L4,12-02-2019,01-01-2025,17-04-2026,over_tier,moderate,over_tier,14,0.4961,20,2639,2635,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2908,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003092,V1-OF-004,V1-OF-008,Atlassify,Project Suite,Contributor,edward.fleming@company.com,EMP-02487,Sales,L4,01-10-2019,01-07-2022,03-07-2025,active,moderate,match,302,0.384,6,2409,2404,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.383,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003102,V1-OF-025,V1-OF-008,Atlassify,Project Suite,Contributor,abigail.campbell@company.com,EMP-02491,Sales,L4,10-09-2019,01-10-2022,15-08-2025,active,underutilized,match,259,0.256,7,2430,2425,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3748,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003105,V1-OF-005,V1-OF-008,Atlassify,Project Suite,Contributor,avery.larson@company.com,EMP-02496,Sales,L4,16-10-2019,01-01-2023,10-03-2025,active,moderate,match,417,0.446,12,2390,2389,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3214,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003108,V1-OF-026,V1-OF-008,Atlassify,Project Suite,Contributor,sebastian.thomas@company.com,EMP-02498,Sales,L4,31-10-2019,01-10-2023,03-04-2025,active,moderate,match,393,0.55,9,2383,2374,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.275,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003146,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Contributor,christopher.thompson@company.com,EMP-02527,Sales,L4,23-08-2019,01-01-2024,09-05-2025,active,moderate,match,357,0.509,13,2446,2443,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2844,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003162,V1-OF-027,V1-OF-008,Atlassify,Project Suite,Contributor,ethan.scott@company.com,EMP-02540,Sales,L4,18-10-2019,01-10-2024,17-12-2024,active,moderate,match,500,0.316,19,2388,2387,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.4226,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003189,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Contributor,pamela.freeman@company.com,EMP-02567,Sales,L3,23-10-2019,01-01-2025,17-10-2025,active,power,match,196,0.605,14,2386,2382,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2281,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003197,V1-OF-017,V1-OF-008,Atlassify,Project Suite,Full,henry.hicks@company.com,EMP-02569,Sales,L3,13-01-2019,01-07-2025,17-04-2026,over_tier,power,over_tier,14,0.8587,34,2674,2665,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1095,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003209,V1-OF-028,V1-OF-008,Atlassify,Project Suite,Contributor,kimberly.burns@company.com,EMP-02581,Sales,L3,28-10-2019,01-04-2025,20-09-2025,active,power,match,223,0.659,20,2377,2377,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1927,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003213,V1-OF-001,V1-OF-008,Atlassify,Project Suite,Contributor,raymond.chen@company.com,EMP-02582,Sales,L3,21-10-2019,01-01-2020,18-02-2025,active,moderate,match,437,0.572,17,2390,2384,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2862,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003236,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Contributor,andrew.ford@company.com,EMP-02603,Sales,L3,20-09-2019,01-01-2021,09-09-2025,active,moderate,match,234,0.418,10,2422,2415,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3327,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003253,V1-OF-022,V1-OF-008,Atlassify,Project Suite,Contributor,jordan.campbell@company.com,EMP-02620,Sales,L3,20-10-2019,01-07-2021,12-07-2025,active,moderate,match,293,0.364,10,2396,2385,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3569,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003272,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Contributor,linda.campbell@company.com,EMP-02631,Sales,L3,19-10-2019,01-01-2022,31-07-2025,active,moderate,match,274,0.379,10,2399,2386,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3855,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003276,V1-OF-023,V1-OF-008,Atlassify,Project Suite,Contributor,alexis.simmons@company.com,EMP-02633,Sales,L3,17-12-2019,01-01-2022,23-12-2024,active,power,match,494,0.614,7,2335,2327,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2486,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003287,V1-OF-001,V1-OF-008,Atlassify,Project Suite,Full,charlie.ross@company.com,EMP-02638,Sales,L3,07-08-2019,01-01-2020,01-05-2026,over_tier,power,over_tier,0,0.6821,29,2472,2459,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1589,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003307,V1-OF-024,V1-OF-008,Atlassify,Project Suite,Contributor,rachel.rose@company.com,EMP-02650,Sales,L3,14-03-2019,01-04-2022,08-09-2025,active,moderate,match,235,0.493,14,2606,2605,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2757,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003311,V1-OF-004,V1-OF-008,Atlassify,Project Suite,Contributor,jennifer.hayes@company.com,EMP-02655,Sales,L3,12-08-2019,01-07-2022,22-04-2026,active,power,match,9,0.8279,25,2457,2454,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1111,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003325,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Full,laura.hall@company.com,EMP-02663,Sales,L3,09-08-2019,01-01-2021,28-04-2026,over_tier,power,over_tier,3,0.9039,39,2464,2457,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.0564,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003354,V1-OF-010,V1-OF-008,Atlassify,Project Suite,Full,jasmine.foster@company.com,EMP-02677,Sales,L3,09-11-2019,01-07-2021,26-04-2026,over_tier,moderate,over_tier,5,0.5562,23,2372,2365,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2358,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003358,V1-OF-025,V1-OF-008,Atlassify,Project Suite,Contributor,river.jensen@company.com,EMP-02678,Sales,L3,25-10-2019,01-10-2022,23-04-2026,active,power,match,8,0.6302,20,2392,2380,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2071,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003362,V1-OF-005,V1-OF-008,Atlassify,Project Suite,Contributor,nancy.crawford@company.com,EMP-02683,Sales,L3,19-10-2019,01-01-2023,17-03-2025,active,moderate,match,410,0.43,10,2396,2386,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3239,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003376,V1-OF-033,V1-OF-008,Atlassify,Project Suite,Collaborator,jaxon.ahmed@company.com,EMP-02697,Sales,L2,23-09-2019,01-01-2022,22-04-2026,active,power,match,9,0.7356,17,2425,2412,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1572,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003380,V1-OF-004,V1-OF-008,Atlassify,Project Suite,Collaborator,harold.hunter@company.com,EMP-02698,Sales,L2,10-03-2019,01-07-2022,25-04-2026,active,power,match,6,0.7674,15,2619,2609,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.133,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003383,V1-OF-034,V1-OF-008,Atlassify,Project Suite,Collaborator,quinn.king@company.com,EMP-02700,Sales,L2,23-12-2019,01-07-2022,26-04-2026,active,moderate,match,5,0.5664,9,2332,2321,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2307,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003392,V1-OF-005,V1-OF-008,Atlassify,Project Suite,Collaborator,nathan.cox2@company.com,EMP-02709,Sales,L2,27-06-2019,01-01-2023,20-04-2026,active,moderate,match,11,0.5028,10,2504,2500,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2792,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003396,V1-OF-035,V1-OF-008,Atlassify,Project Suite,Collaborator,xavier.kennedy@company.com,EMP-02710,Sales,L2,28-02-2019,01-07-2023,21-04-2026,active,moderate,match,10,0.3983,5,2630,2619,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.3286,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003400,V1-OF-026,V1-OF-008,Atlassify,Project Suite,Contributor,carol.snyder@company.com,EMP-02717,Sales,L2,23-02-2019,01-10-2023,22-04-2026,over_tier,power,over_tier,9,0.847,25,2628,2624,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1015,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003404,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Collaborator,john.curry@company.com,EMP-02718,Sales,L2,09-04-2019,01-01-2024,22-04-2026,active,power,match,9,0.7526,15,2582,2579,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1487,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003410,V1-OF-036,V1-OF-008,Atlassify,Project Suite,Collaborator,brian.vasquez@company.com,EMP-02721,Sales,L2,11-11-2019,01-01-2024,17-04-2026,active,power,match,14,0.6781,11,2364,2363,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1998,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003413,V1-OF-037,V1-OF-008,Atlassify,Project Suite,Collaborator,cassandra.brown@company.com,EMP-02725,Sales,L2,22-08-2019,01-07-2024,20-04-2026,active,moderate,match,11,0.5999,9,2446,2444,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2306,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003417,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Collaborator,tyler.baker@company.com,EMP-02726,Sales,L2,27-08-2019,01-01-2025,27-03-2026,active,dormant,match,35,0.0925,3,2445,2439,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.551,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003421,V1-OF-038,V1-OF-008,Atlassify,Project Suite,Collaborator,paul.reynolds2@company.com,EMP-02727,Sales,L2,23-10-2019,01-07-2025,25-04-2026,active,moderate,match,6,0.466,10,2390,2382,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2837,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003424,V1-OF-039,V1-OF-008,Atlassify,Project Suite,Collaborator,adriana.hassan@company.com,EMP-02728,Sales,L2,17-07-2019,01-10-2025,25-04-2026,active,moderate,match,6,0.4966,7,2488,2480,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2684,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003427,V1-OF-001,V1-OF-008,Atlassify,Project Suite,Collaborator,nathan.roberts@company.com,EMP-02729,Sales,L2,04-03-2019,01-01-2020,26-04-2026,active,power,match,5,0.7883,13,2628,2615,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1197,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003431,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Collaborator,danielle.hernandez@company.com,EMP-02730,Sales,L2,19-04-2019,01-01-2021,22-04-2026,active,power,match,9,0.777,19,2572,2569,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1365,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003435,V1-OF-032,V1-OF-008,Atlassify,Project Suite,Collaborator,kayla.lopez@company.com,EMP-02735,Sales,L2,28-05-2019,01-07-2021,28-04-2026,active,power,match,3,0.6184,16,2530,2530,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1991,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003439,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Collaborator,andrew.bryant@company.com,EMP-02736,Sales,L2,15-07-2019,01-01-2022,25-04-2026,active,power,match,6,0.757,14,2496,2482,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1382,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003442,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Contributor,mason.kelley@company.com,EMP-02740,Sales,L2,17-07-2019,01-01-2024,27-04-2026,over_tier,power,over_tier,4,0.8434,27,2490,2480,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.0894,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003446,V1-OF-033,V1-OF-008,Atlassify,Project Suite,Collaborator,edward.andersen@company.com,EMP-02744,Sales,L2,30-10-2019,01-01-2022,30-04-2026,active,power,match,1,0.7862,13,2383,2375,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1097,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003450,V1-OF-004,V1-OF-008,Atlassify,Project Suite,Collaborator,eric.richardson@company.com,EMP-02746,Sales,L2,07-10-2019,01-07-2022,29-04-2026,active,underutilized,match,2,0.2497,3,2409,2398,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.3807,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003453,V1-OF-034,V1-OF-008,Atlassify,Project Suite,Collaborator,kimberly.phillips@company.com,EMP-02747,Sales,L2,15-09-2019,01-07-2022,24-04-2026,active,power,match,7,0.6297,12,2421,2420,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2046,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003457,V1-OF-005,V1-OF-008,Atlassify,Project Suite,Collaborator,hannah.ortiz@company.com,EMP-02750,Sales,L2,05-08-2019,01-01-2023,19-04-2026,active,moderate,match,12,0.565,9,2475,2461,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.2508,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003460,V1-OF-035,V1-OF-008,Atlassify,Project Suite,Collaborator,skyler.alexander@company.com,EMP-02753,Sales,L2,10-04-2019,01-07-2023,24-04-2026,active,power,match,7,0.7726,15,2586,2578,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1331,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003464,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Collaborator,theresa.crawford@company.com,EMP-02756,Sales,L2,26-10-2019,01-01-2024,17-04-2026,active,power,match,14,0.7681,15,2389,2379,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1548,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003467,V1-OF-036,V1-OF-008,Atlassify,Project Suite,Collaborator,george.hernandez2@company.com,EMP-02757,Sales,L2,14-04-2019,01-01-2024,25-04-2026,active,power,match,6,0.6066,11,2578,2574,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2134,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003473,V1-OF-037,V1-OF-008,Atlassify,Project Suite,Collaborator,riley.henderson@company.com,EMP-02761,Sales,L2,12-06-2019,01-07-2024,27-04-2026,active,power,match,4,0.7864,13,2520,2515,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1179,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003477,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Collaborator,marcus.williams@company.com,EMP-02762,Sales,L2,29-08-2019,01-01-2025,18-04-2026,active,power,match,13,0.7592,12,2451,2437,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1565,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003481,V1-OF-038,V1-OF-008,Atlassify,Project Suite,Collaborator,david.diaz@company.com,EMP-02765,Sales,L2,22-03-2019,01-07-2025,01-05-2026,active,power,match,0,0.6979,15,2601,2597,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.1511,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003488,V1-OF-039,V1-OF-008,Atlassify,Project Suite,Collaborator,leo.jones@company.com,EMP-02771,Sales,L2,12-05-2019,01-10-2025,14-03-2026,active,moderate,match,48,0.419,21,2547,2546,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.3155,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003495,V1-OF-001,V1-OF-008,Atlassify,Project Suite,Collaborator,carson.alexander@company.com,EMP-02773,Sales,L2,14-07-2019,01-01-2020,25-04-2026,active,underutilized,match,6,0.229,4,2494,2483,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.4022,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003498,V1-OF-002,V1-OF-008,Atlassify,Project Suite,Collaborator,susan.simmons2@company.com,EMP-02776,Sales,L2,14-05-2019,01-01-2021,29-04-2026,active,moderate,match,2,0.5534,8,2551,2544,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2289,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003505,V1-OF-032,V1-OF-008,Atlassify,Project Suite,Collaborator,sarah.gutierrez@company.com,EMP-02780,Sales,L2,31-07-2019,01-07-2021,01-05-2026,active,power,match,0,0.7154,12,2471,2466,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1423,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003508,V1-OF-003,V1-OF-008,Atlassify,Project Suite,Collaborator,caleb.perry@company.com,EMP-02781,Sales,L2,02-10-2019,01-01-2022,25-04-2026,active,power,match,6,0.7893,15,2412,2403,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.122,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003511,V1-OF-033,V1-OF-008,Atlassify,Project Suite,Collaborator,jessica.hill2@company.com,EMP-02782,Sales,L1,31-10-2019,01-01-2022,22-04-2026,active,power,match,9,0.774,16,2381,2374,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.138,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003515,V1-OF-004,V1-OF-008,Atlassify,Project Suite,Collaborator,jennifer.watson@company.com,EMP-02785,Sales,L1,26-02-2019,01-07-2022,24-04-2026,active,moderate,match,7,0.59,9,2632,2621,legacy,2019,2019-H1,26.85,322.2,0,FALSE,0.2244,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003518,V1-OF-034,V1-OF-008,Atlassify,Project Suite,Collaborator,ethan.stephens@company.com,EMP-02790,Sales,L1,13-09-2019,01-07-2022,25-04-2026,active,power,match,6,0.7785,14,2434,2422,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1274,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003521,V1-OF-005,V1-OF-008,Atlassify,Project Suite,Collaborator,heather.stevens2@company.com,EMP-02796,Sales,L1,30-10-2019,01-01-2023,26-04-2026,active,power,match,5,0.7262,13,2383,2375,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1508,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003525,V1-OF-035,V1-OF-008,Atlassify,Project Suite,Collaborator,kayla.black@company.com,EMP-02798,Sales,L1,13-09-2019,01-07-2023,11-04-2026,active,underutilized,match,20,0.1018,1,2429,2422,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.5047,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0003538,V1-OF-006,V1-OF-008,Atlassify,Project Suite,Collaborator,alec.hassan2@company.com,EMP-02808,Sales,L1,21-11-2019,01-01-2024,23-04-2026,active,power,match,8,0.787,13,2355,2353,legacy,2019,2019-H2,26.85,322.2,0,FALSE,0.1287,245,ok,03-10-2026,155,TRUE,TRUE,peak
